category	subCategory	name	scientificName	latinName	tradeMarkName	ingredientProductTypes	amount	potency	cost	suggestedOverage	gummyOverage	primary	secondary	tertiary	manufacturingCountry	originCountry	shelfLife	bulkDensity	tappedDensity	avergageParticleSize	lossOnDrying	arsenic	cadmium	lead	mercury	celery	custaceans	egg	fish	gluten	lupin	milk	molluscs	mustard	peanut	sesameSeeds	shellfish	soy	sulphites	treeNuts	wheat	vegan	non_gmo	kosher	gluten_Free	organic	moisture	calories	protein	carbohydrates	dietaryFiber	totalSugars	addedSugar	totalFat	saturatedFat	monounsaturatedFat	polyunsaturatedFat	transFat	cholesterol	sodium	vitaminA	vitaminC	vitaminD	vitaminE	vitamink	vitaminK2	thiamin	riboflavin	niacin	vitaminB6	folicAcid	vitaminB12	biotin	pantothenicAcid	choline	calcium	iron	phosphorus	iodine	magnesium	zinc	selenium	copper	manganese	chromium	molybdenum	chloride	potassium	boron
Vitamins	Brain Health	Choline DL-Bitartrate	Choline Bitartrate	Choline (as choline bitartrate)		C,T,P,G	1	0.4	6.71	0.98	0.9					China	24									F	F	F	F	F		F	F	F	F	F	F	F	F	F	F																																																
Vitamins	Brain Health	Choline DL-Bitartrate Coated	Choline Bitartrate	Choline (as choline bitartrate)		C,T,P,G	1	0.39	11.75	0.98	0.9					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Vitamins	Brain Health	Choline L-Bitartrate	Choline Bitartrate	Choline (as choline bitartrate)		C,T,P,G	1	0.47	8.49	0.98	0.9					China	24									F	F	F	F	F		F	F	F	F	F	F	F	F	F	F																																																
Vitamins	Brain Health	Choline L-Bitartrate Coated	Choline Bitartrate	Choline (as choline bitartrate)		C,T,P,G	1	0.46	8.88	0.98	0.9					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Vitamins	Brain Health	Choline L-Bitartrate Coated 40 Mesh	Choline Bitartrate	Choline (as choline bitartrate)		C,T,P,G	1	0.46	10.15	0.98	0.9					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Vitamins	Brain Health	Choline L-Bitartrate Coated 60 Mesh	Choline Bitartrate	Choline (as choline bitartrate)		C,T,P,G	1	0.46	10.45	0.98	0.9					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Vitamins	Brain Health	Choline L-Bitartrate Coated 80 Mesh	Choline Bitartrate	Choline (as choline bitartrate)		C,T,P,G	1	0.46	10.45	0.98	0.9					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Joint Health	Chondroitin Sulfate	Chondroitin Sulfate	Chondroitin Sulfate		C,T,P,G	1	0.9	60	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Joint Health	Chondroitin Sulfate 79%	Chondroitin Sulfate	Chondroitin Sulfate		C,T,P,G	1	0.79	52	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Joint Health	Chondroitin Sulfate Na	Chondroitin Sulfate	Chondroitin Sulfate Sodium		C,T,P,G	1	0.9	43	1	1					China	36									F	T	F	T	F	F	F	T	F	F	F	T	F	F	F	F																																																
Minerals	General Health	Chromium Picolinate USP	Chromium Picolinate	Chromium (as Chromium Picolinate)		C,T,P,G	1	0.12	191	0.98	0.95					India	36											F	F			F			F	F	F	F	F	F	F																																																
Herbs	Immune Health	Chrysanthemum Extract 10:1 Powder	Dendranthema Morifolium Tzvel	Chrysanthemum Extract 10:1 Powder (Dendranthema morifolium tzvel)		C,T,P,G	1	1	11.5	0.98	0.95					China	24																																																																								
Herbs	Immune Health	Chrysanthemum Morifolium Ramat Extract 10:1	Chrysanthemum Morifolium Ramat	Chrysanthemum morifolium ramat Extract 10:1		C,T,P,G	1	1	9	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cinnamon Ceylon (Ground, Organic)	Cinnamomum Verum	Organic Cinnamon Ceylon (Cinnamomum verum)		C,T,P,G	1	1	8	1	1					Sri Lanka	36									T		F	F		F	F		T	F	T	F	F	F	T	T																																																
Herbs	Antioxidant	Cinnamon Extract 10:1	Cinnamomum Cassia Presl	Cinnamon Extract 10:1 (Cinnamomum cassia presl)		C,T,P,G	1	1	8	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cinnamon Extract 20:1	Cinnamomum Cassia Presl	Cinnamon Extract 20:1 (Cinnamomum cassia presl)		C,T,P,G	1	1	14.3	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cinnamon Extract Powder 4:1	Cinnamomum Cassia Presl	Cinnamon Extract 4:1 (Cinnamomum cassia presl)		C,T,P,G	1	1	12	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cinnamon P.E. 10% (Water Extract)	Cinnamomum Cassia	Cinnamon (Cinnamomum cassia presl) (std. to 10% polyephenol)		C,T,P,G	1	0.1	32	0.98	0.95					India	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cinnamon P.E. 10:1	Cinnamomum Cassia	Cinnamon Extract 10:1 Polyephenol (Cinnamomum cassia presl)		C,T,P,G	1	1	12	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cinnamon Powder	Cinnamomum Cassia	Cinnamon Powder (Cinnamomum cassia)		C,T,P,G	1	1	7.75	1	1					Indonesia	24									T		F	F		F	F		T	F	T	F	F	F	T	T																																																
Herbs	Antioxidant	Cinnamon Powder, Cassia (Organic)	Cinnamomum Cassia	Organic Cinnamon Powder (Cinnamomum cassia)		C,T,P,G	1	1	6.65	1	1					Indonesia	24									T		F	F		F	F		T	F	T	F	F	F	T	T																																																
Herbs	General Health	Cissus Quadrangularis Extract 2.5%	Cissus Quadrangularis	Cissus Quadrangularis Extract (Cissus qadrangularis) (std. to 2.5%)		C,T,P,G	1	0.025	16	0.98	0.95					India	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	General Health	Cissus Quadrangularis Extract 5:1	Cissus Quadrangularis	Cissus Quadrangularis Extract 5:1 (Cissus quadrangularis)		C,T,P,G	1	1	9	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cistanche Tubulosa Extract 10%	Cistanche Tubulosa	Cistanche Tubulosa Extract (std. to 10%)		C,T,P,G	1	0.1	17	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cistanche Tubulosa Extract 15% Total Glycosides	Cistanche Tubulosa	Cistanche Tubulosa Extract (std. to 15% Glycosides)		C,T,P,G	1	0.15	31	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cistanche Tubulosa Extract 45% Total Glycosides	Cistanche Tubulosa	Cistanche Tubulosa Extract (std. to 45% Glycosides)		C,T,P,G	1	0.45	66	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cistanche Tubulosa Extract 50% Echinacosides 10% Acteoside	Cistanche Tubulosa	Cistanche Tubulosa Extract (std. to 50% Echinacosides + 10% Acteoside)		C,T,P,G	1	0.4	410	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Antioxidant	Cistanche Tubulosa Extract 60% Echinacoside	Cistanche Tubulosa	Cistanche Tubulosa Extract (std. to 60% Echinacoside)		C,T,P,G	1	0.6	685	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Brain Health	Citicoline Na	Cytidine diphosphate-choline sodium	Citicoline (CDP Cytidine Sodium) (from Citicoline Sodium)		C,T,P,G	1	0.98	275	1	1					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Excipients	Preservative	Citric Acid USP 10-40 Mesh	Citric Acid	Citric Acid		C,T,P,G	1	0.995	3.2	1	1					Thailand	36									F	F	F	F	F		F	F		F	F	F	F	F	F	F																																																
Excipients	Preservative	Citric Acid USP 12-40 Mesh	Citric Acid	Citric Acid		C,T,P,G	1	0.995	3.5	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Excipients	Preservative	Citric Acid USP 30-100 Mesh	Citric Acid	Citric Acid		C,T,P,G	1	0.995	3.5	1	1					Thailand	36									F	F	F	F	F		F	F		F	F	F	F	F	F	F																																																
Specialty	Preservative	Citrus Extract 40% Hesperidin	Citrus spp.	Citrus Extract (citrus spp.) (std. to 40% Hesperidin)		C,T,P,G	1	0.4	18	0.95	0.95					China	36									F	F	F	F	F		F		F	F	F	F	F	F	F	F																																																
Specialty	Preservative	Citrus Extract 80% Hesperidin	Citrus spp.	Citrus Extract (citrus spp.) (std. to 80% Hesperidin)		C,T,P,G	1	0.8	28	0.95	0.95					China	36									F	F	F	F	F		F		F	F	F	F	F	F	F	F																																																
Specialty	Preservative	Citrus Extract Hesperidin 35%	Citrus spp.	Citrus Extract (citrus spp.) (std. to 35% Hesperidin)		C,T,P,G	1	0.35	16	0.95	0.95					China	36												F			F			F		F	F		F	F																																																
Specialty	Preservative	Citrus Extract Hesperidin 40%	Citrus Sinesis L.	Citrus Extract (citrus sinesis ) (std. to 40% Hesperidin)		C,T,P,G	1	0.4	16	0.95	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Preservative	Citrus Powder	Citrus Reticulata Blanco	Citrus Powder (Citrus reticulata blanco)		P	1	1	11.5	1						China	24																																																																								
Specialty	Heart Health	CLA Free Fatty Acid 80% Oil	Conjugated linoleic Acid	Conjugated linoleic Acid Oil (std. to 80%)		C	1	0.8	8	0.98						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Diet	CLA TG 60% Vegan	Conjugated Linoleic acid	Conjugated linoleic Acid Powder (std. to 60%)		C,T,P,G	100	0.6	27.8	0.95	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F								623	0	16.4	0			62					0	58		453		16												0	0												
Specialty	Heart Health	CLA TriGlyceride 60% Powder	Conjugated linoleic Acid	Conjugated linoleic Acid Powder (std. to 60%)		C	1	0.6	21	0.98						China	24									F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F																																																
Herbs	General Health	Cloves Organic	Syzygium Aromaticum	Organic Cloves (syzgium aromaticum)		C,T,P,G	1	1	11.93	1	1					Canada	36									T		F	F		F	F		T	F	T	F	F	F	T	T																																																
Herbs	Sexual Health	Cnidium Monnieri Extract Powder	Cnidium Monnieri Cuss	Cnidium Extract Powder (Cnidium monnieri cuss)		C,T,P,G	1	0.1	320.5	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Heart Health	Cocoa Powder	Theobroma Cacao	Cocoa Powder (Theobroma cacao)		C,T,P,G	1	1	4.8	1	1					Ghana	12									F	F	F	F	F		F		F	F	F	F	F	F	F	F																																																
Specialty	Diet	CocoMCT 810	Caprylic Capric Triglyceride	Medium Chain Triglycerides (from Coconut)		C,T,P,G	1	1	7.82	0.98	0.95					Philippines	36										F	F	F			F			F	F	F	F		F	F																																																
Specialty	Diet	Coconut Fat Powder 50%	Cocos Nucifera	Coconut Fat Powder (Cocos nucifera) (std. to 50%)		C,T,P,G	1	0.5	12.5	0.98	0.95					India	12									F	F	F	F	F	F	F	F	F	F	F		F	F	F																																																	
Fruits	Antioxidant	Coconut Oil	Cocos Nucifera	Coconut Oil (Cocos nucifera) (Fruit)		C	1	1	8	1						Philippines	12									F	F	F	F	F	F	F	F	F	F	F		F	F	F																																																	
Oils	HSN (Hair, Skin, Nails)	Coconut Oil (Powder Applications)	Cocos nucifera	Coconut (Cocos nucifera), oil		P	100	1	21.88	1																																					0	892						98	82	6.3	1.7	0	0	0	0	0	0	0.1			0	0	0	0	0	0				1	0.1											0	
Specialty	Diet	Coconut Oil Powder 50%	Cocos Nucifera	Coconut Oil Powder (Cocos nucifera) (std. to 50%) (Fruit)		C,T,P,G	100	0.5	20.75	1	1					United States	36										F	F	F			F	F		F		F	F		F	F							617	0	44	0	3	0	49	45	3	1	0	0	0	0	0														0	0											0	
Specialty	Diet	Coconut Sugar (Organic)	Cocos Nucifera L.	Organic Coconut Sugar (Cocos nucifera) (Fruit)		C,T,P,G	1	1	7.5	1	1					Mexico	24				3						F	F	F			F			F		F	F		F	F	Y	Y	Y																																													
Specialty	Diet	Coconut Water Powder	Cocos Nucifera	Coconut Water Powder (Cocos nucifera) (Fruit)		C,T,P,G	100	1	22.88	1	1					India	24									F	F	F	F	F	F	F	F	F	F	F		F	F	F								355	0.1	88	0.2	88		0.2						0.2																												5910	
Oils	Brain Health	Cod Liver Oil	Gadidae	Cod liver (Gadidae), oil		C,G	100	1	14	1	1																																				0	902						90	22.6	47	22.5		570	0	3000	0	250					0	0	0	0	0				0	0											0	
Specialty	Heart Health	Coenzyme Q10	Ubiquinone	Coenzyme Q10 (Ubiquinone) 98%		C,T,P	1	0.98	349	1						China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Heart Health	Coenzyme Q10 10% CWS	Ubiquinone	Coenzyme Q10 (Ubiquinone) (std. to 10%)		C,T,P,G	1	0.1	62.8	0.9	0.9					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Heart Health	Coenzyme Q10 20% CWS	Ubiquinone	Coenzyme Q10 (Ubiquinone) (std. to 20%)		C,T,P,G	1	0.2	100.9	0.9	0.9					China	24																																																																								
Specialty	Heart Health	Coenzyme Q10 40% CWS	Ubiquinone	Coenzyme Q10 (Ubiquinone) (std. to 40%)		C,T,P,G	1	0.4	183.8	0.9	0.9					China	24																																																																								
Specialty	Heart Health	Coenzyme Q10 6% Powder	Ubiquinone	Coenzyme Q10 Powder (Ubiquinone) (std. to 6%)		C,T,P,G	1	0.06	43	0.9	0.9					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Heart Health	Coenzyme Q10 98% HPLC	Ubiquinone	Coenzyme Q10 (Ubiquinone) (std. to 98%)		C,T,P,G	1	0.98	250	0.9	0.9					China	24											F	F	F		F	F	F	F	F	F	F	F	F	F																																																
Specialty	Heart Health	Coenzyme Q10 98% USP	Ubiquinone	Coenzyme Q10 (Ubiquinone) (std. to 98%)		C,T,P,G	1	0.98	280	0.9	0.9					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Specialty	Heart Health	Coenzyme Q10 USP	Ubiquinone	Coenzyme Q10 (Ubiquinone)		C,T,P,G	1	0.98	200	0.9	0.9					China	36									F		F	F			F			F	F	F	F		F	F																																																
Specialty	Heart Health	Coenzyme Q10 USP43	Ubiquinone	Coenzyme Q10 (Ubiquinone)		C,T,P,G	1	0.98	360	0.9	0.9					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Diet	Coleus Extract 10% Powder	Coleus Forskohlii	Coleus Extract Powder (Coleus forskohlii) (std. to 10% Forksolin)		C,T,P,G	1	0.1	106	0.98	0.95					India	36										F	F	F	F		F			F	F	F	F	F	F	F																																																
Herbs	Diet	Coleus Forskohlii Extract 10% Forskolin	Coleus Forskohlii	Coleus Extract (Coleus forskohlii) (std. to 10% Forksolin)		C,T,P,G	1	0.1	108	0.98	0.95					India	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Diet	Coleus Forskohlii Powder Steam Treated	Coleus Forskohlii	Coleus Powder (Coleus forskohlii)		C,T,P,G	1	1	6.8	1	1					India	36										F	F				F			F		F	F		F	F																																																
Collagen	HSN (Hair, Skin, Nails)	Collagen instant	Collagen Hydroxylate	Collagen Hydroxylate		C,T,P,G	100	0.92	19.08	1	1					Germany	60									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F							376	94	0.1	0.2			0.1						0.3																													
Collagen	Joint Health	Collagen Type II (60% protein)	Collagen	Hydrolyzed Collagen		C,T,P,G	1	0.6	58	1	1					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Minerals	General Health	Copper Amino Acid Complex (Cu 10%)	Copper AAC	Copper AAC (std. to 10% Cu)		C,T,P,G	1	0.1	26.25	0.98	0.95					United States	48									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Minerals	General Health	Copper BisGlycinate 26%	Copper Bisglycinate	Copper (as copper bisglycinate) (std. to 26%)		C,T,P,G	1	0.26	35	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Minerals	General Health	Copper Gluconate USP	Copper Glucanate	Copper (as copper gluconate)		C,T,P,G	1	0.126	33	0.98	0.95					United States	48																																																																								
Herbs	Anti-Inflammatory	Coptis Chinensis Extract 10:1 Powder	Coptis Chinensis Franch	Coptis Chinensis Powder Extract 10:1 (Coptis chinensis franch)		C,T,P,G	1	1	8.5	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Mushrooms	General Health	Cordyceps Extract 4% Cordycepic Acid	Cordyceps Militaris	Cordyceps Extract (Cordyceps militaris) (std. to 4% Cordycepic Acid)		C,T,P,G	1	0.04	24.5	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Mushrooms	General Health	Cordyceps Militaris Powder Polysaccharides 2.5%	Cordyceps Militaris	Cordyceps Powder (Cordyceps Militaris) (std. to 2.5% Polysaccharides)		C,T,P,G	1	0.025	37.8	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Vegetables	Bone Health	Coriander Powder	Coriandrum Sativum	Coriander Powder (Coriandrum sativum)		P	1	1	7.5	1						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Bone Health	Coriander Seed, Whole	Coriandrum Sativum	Coriander Seed (Coriandrum sativum)		P	1	1	8.07	1						United States	24										F	F	F			F			F	F	F	F		F	F																																																
Mushrooms	Immune Health	Coriolus Versicolor Extract 15:1	Coriolus Versicolor	Coriolus Versicolor Extract 15:1		C,T,P,G	1	1	18	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Mushrooms	Immune Health	Coriolus Versicolor Extract Polysaccharides 30%	Coriolus Versicolor	Coriolus Versicolor Extract (std. to 30% Polysaccharides)		C,T,P,G	1	0.3	20	0.98	0.95					China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Mushrooms	Immune Health	Coriolus Versicolor Powder	Coriolus Versicolor	Coriolus Versicolor Powder		C,T,P,G	1	1	9.3	0.98	0.95					China	36									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Herbs	Anti-Inflammatory	Corn Silk Extract 4:1	Zea Mays L	Corn Silk Extract 4:1 (Zea Mays)		C,T,P	1	1	7.5	0.98						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Excipients	Thickening Agent	Corn Starch (Modified Native)	Modified Native Corn Starch	Corn Starch (Zea mays)		P	1	1	4	1						China										F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y	Y																																													
Excipients	Binding Agent	Corn Starch (Non-GMO/IP)	Zea Mays L	Corn Starch (Zea mays)		T	1	1	1.28	1						China	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F																																																
Excipients	Thickening Agent	Corn Starch Native	Native Corn Starch	Corn Starch (Zea mays)		P	1	1	1.25	1						Turkey	24									F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		Y																																														
